harness,lang,toolchain,kernel,variant,round,rep,ns_per_op
simple,cpp,apple-clang-21.0.0,decode,shift,4,8,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,9,16.6016
simple,cpp,apple-clang-21.0.0,decode,shift,4,10,16.4385
simple,cpp,apple-clang-21.0.0,decode,shift,4,11,16.5605
simple,cpp,apple-clang-21.0.0,decode,shift,4,12,16.5615
simple,cpp,apple-clang-21.0.0,decode,shift,4,13,16.4795
simple,cpp,apple-clang-21.0.0,decode,shift,4,14,16.8047
simple,cpp,apple-clang-21.0.0,decode,shift,4,15,16.6426
simple,cpp,apple-clang-21.0.0,decode,shift,4,16,16.5605
simple,cpp,apple-clang-21.0.0,decode,shift,4,17,16.6416
simple,cpp,apple-clang-21.0.0,decode,shift,4,18,16.8457
simple,cpp,apple-clang-21.0.0,decode,shift,4,19,16.8867
simple,cpp,apple-clang-21.0.0,decode,shift,4,20,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,21,16.5615
simple,cpp,apple-clang-21.0.0,decode,shift,4,22,16.9678
simple,cpp,apple-clang-21.0.0,decode,shift,4,23,16.5205
simple,cpp,apple-clang-21.0.0,decode,shift,4,24,16.6016
simple,cpp,apple-clang-21.0.0,decode,shift,4,25,16.5615
simple,cpp,apple-clang-21.0.0,decode,shift,4,26,16.5205
simple,cpp,apple-clang-21.0.0,decode,shift,4,27,17.0488
simple,cpp,apple-clang-21.0.0,decode,shift,4,28,16.7637
simple,cpp,apple-clang-21.0.0,decode,shift,4,29,16.6426
simple,cpp,apple-clang-21.0.0,decode,shift,4,30,16.6016
simple,cpp,apple-clang-21.0.0,decode,shift,4,31,16.5605
simple,cpp,apple-clang-21.0.0,decode,shift,4,32,16.6426
simple,cpp,apple-clang-21.0.0,decode,shift,4,33,16.8867
simple,cpp,apple-clang-21.0.0,decode,shift,4,34,16.9268
simple,cpp,apple-clang-21.0.0,decode,shift,4,35,16.7646
simple,cpp,apple-clang-21.0.0,decode,shift,4,36,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,37,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,38,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,39,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,40,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,41,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,42,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,43,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,44,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,45,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,46,16.4385
simple,cpp,apple-clang-21.0.0,decode,shift,4,47,16.7646
simple,cpp,apple-clang-21.0.0,decode,shift,4,48,16.6836
simple,cpp,apple-clang-21.0.0,decode,shift,4,49,16.7637
simple,cpp,apple-clang-21.0.0,decode,shift,4,50,16.5605
simple,cpp,apple-clang-21.0.0,decode,shift,4,51,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,52,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,53,16.9678
simple,cpp,apple-clang-21.0.0,decode,shift,4,54,16.7236
simple,cpp,apple-clang-21.0.0,decode,shift,4,55,16.6826
simple,cpp,apple-clang-21.0.0,decode,shift,4,56,17.0088
simple,cpp,apple-clang-21.0.0,decode,shift,4,57,19.4902
simple,cpp,apple-clang-21.0.0,decode,shift,4,58,16.6836
simple,cpp,apple-clang-21.0.0,decode,shift,4,59,18.7578
simple,cpp,apple-clang-21.0.0,decode,shift,4,60,19.1650
simple,cpp,apple-clang-21.0.0,decode,shift,4,61,17.1299
simple,cpp,apple-clang-21.0.0,decode,shift,4,62,16.7637
simple,cpp,apple-clang-21.0.0,decode,shift,4,63,17.0898
simple,cpp,apple-clang-21.0.0,decode,shift,4,64,16.8057
simple,cpp,apple-clang-21.0.0,decode,shift,4,65,17.5781
simple,cpp,apple-clang-21.0.0,decode,shift,4,66,16.8047
simple,cpp,apple-clang-21.0.0,decode,shift,4,67,19.5713
simple,cpp,apple-clang-21.0.0,decode,shift,4,68,22.0537
simple,cpp,apple-clang-21.0.0,decode,shift,4,69,19.4902
simple,cpp,apple-clang-21.0.0,decode,shift,4,70,20.3447
simple,cpp,apple-clang-21.0.0,decode,shift,4,71,17.0488
simple,cpp,apple-clang-21.0.0,decode,shift,4,72,16.7646
simple,cpp,apple-clang-21.0.0,decode,shift,4,73,21.3223
simple,cpp,apple-clang-21.0.0,decode,shift,4,74,19.3691
simple,cpp,apple-clang-21.0.0,decode,shift,4,75,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,76,16.4385
simple,cpp,apple-clang-21.0.0,decode,shift,4,77,16.4385
simple,cpp,apple-clang-21.0.0,decode,shift,4,78,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,79,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,80,16.3975
simple,cpp,apple-clang-21.0.0,decode,shift,4,81,16.3975
simple,cpp,apple-clang-21.0.0,decode,shift,4,82,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,83,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,84,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,85,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,86,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,87,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,88,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,89,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,90,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,91,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,92,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,93,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,94,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,95,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,96,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,97,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,98,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,99,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,100,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,101,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,102,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,103,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,104,16.3975
simple,cpp,apple-clang-21.0.0,decode,shift,4,105,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,106,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,107,16.4395
simple,cpp,apple-clang-21.0.0,decode,shift,4,108,16.3975
simple,cpp,apple-clang-21.0.0,decode,shift,4,109,16.4795
simple,cpp,apple-clang-21.0.0,decode,shift,4,110,16.8047
simple,cpp,apple-clang-21.0.0,decode,shift,4,111,16.7637
simple,cpp,apple-clang-21.0.0,decode,shift,4,112,16.6016
simple,cpp,apple-clang-21.0.0,decode,shift,4,113,16.7646
simple,cpp,apple-clang-21.0.0,decode,shift,4,114,16.6826
simple,cpp,apple-clang-21.0.0,decode,shift,4,115,16.4385
simple,cpp,apple-clang-21.0.0,decode,shift,4,116,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,117,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,118,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,119,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,120,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,121,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,122,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,123,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,124,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,125,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,126,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,127,16.4395
simple,cpp,apple-clang-21.0.0,decode,shift,4,128,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,129,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,130,16.4395
simple,cpp,apple-clang-21.0.0,decode,shift,4,131,16.7236
simple,cpp,apple-clang-21.0.0,decode,shift,4,132,16.9678
simple,cpp,apple-clang-21.0.0,decode,shift,4,133,16.8047
simple,cpp,apple-clang-21.0.0,decode,shift,4,134,17.6602
simple,cpp,apple-clang-21.0.0,decode,shift,4,135,16.6826
simple,cpp,apple-clang-21.0.0,decode,shift,4,136,17.6191
simple,cpp,apple-clang-21.0.0,decode,shift,4,137,16.5205
simple,cpp,apple-clang-21.0.0,decode,shift,4,138,16.5205
simple,cpp,apple-clang-21.0.0,decode,shift,4,139,16.5605
simple,cpp,apple-clang-21.0.0,decode,shift,4,140,16.8857
simple,cpp,apple-clang-21.0.0,decode,shift,4,141,16.4795
simple,cpp,apple-clang-21.0.0,decode,shift,4,142,16.8867
simple,cpp,apple-clang-21.0.0,decode,shift,4,143,16.6826
simple,cpp,apple-clang-21.0.0,decode,shift,4,144,16.7637
simple,cpp,apple-clang-21.0.0,decode,shift,4,145,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,146,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,147,16.3975
simple,cpp,apple-clang-21.0.0,decode,shift,4,148,16.7637
simple,cpp,apple-clang-21.0.0,decode,shift,4,149,17.5381
simple,cpp,apple-clang-21.0.0,decode,shift,4,150,16.5195
simple,cpp,apple-clang-21.0.0,decode,shift,4,151,16.6016
simple,cpp,apple-clang-21.0.0,decode,shift,4,152,16.6016
simple,cpp,apple-clang-21.0.0,decode,shift,4,153,16.7236
simple,cpp,apple-clang-21.0.0,decode,shift,4,154,16.6836
simple,cpp,apple-clang-21.0.0,decode,shift,4,155,16.6016
simple,cpp,apple-clang-21.0.0,decode,shift,4,156,16.4385
simple,cpp,apple-clang-21.0.0,decode,shift,4,157,16.8867
simple,cpp,apple-clang-21.0.0,decode,shift,4,158,16.6426
simple,cpp,apple-clang-21.0.0,decode,shift,4,159,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,160,16.4795
simple,cpp,apple-clang-21.0.0,decode,shift,4,161,16.3975
simple,cpp,apple-clang-21.0.0,decode,shift,4,162,16.1953
simple,cpp,apple-clang-21.0.0,decode,shift,4,163,16.4385
simple,cpp,apple-clang-21.0.0,decode,shift,4,164,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,165,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,166,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,167,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,168,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,169,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,170,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,171,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,172,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,173,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,174,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,175,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,176,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,177,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,178,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,179,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,180,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,181,16.3984
simple,cpp,apple-clang-21.0.0,decode,shift,4,182,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,183,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,184,16.3174
simple,cpp,apple-clang-21.0.0,decode,shift,4,185,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,186,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,187,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,188,16.2754
simple,cpp,apple-clang-21.0.0,decode,shift,4,189,16.1543
simple,cpp,apple-clang-21.0.0,decode,shift,4,190,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,191,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,192,16.1943
simple,cpp,apple-clang-21.0.0,decode,shift,4,193,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,194,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,195,16.2354
simple,cpp,apple-clang-21.0.0,decode,shift,4,196,16.2764
simple,cpp,apple-clang-21.0.0,decode,shift,4,197,16.3574
simple,cpp,apple-clang-21.0.0,decode,shift,4,198,16.3164
simple,cpp,apple-clang-21.0.0,decode,shift,4,199,16.3164
simple,cpp,apple-clang-21.0.0,dr,default,4,0,28.9717
simple,cpp,apple-clang-21.0.0,dr,default,4,1,28.9717
simple,cpp,apple-clang-21.0.0,dr,default,4,2,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,3,28.9307
simple,cpp,apple-clang-21.0.0,dr,default,4,4,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,5,28.8486
simple,cpp,apple-clang-21.0.0,dr,default,4,6,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,7,28.8896
simple,cpp,apple-clang-21.0.0,dr,default,4,8,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,9,28.9307
simple,cpp,apple-clang-21.0.0,dr,default,4,10,28.9307
simple,cpp,apple-clang-21.0.0,dr,default,4,11,28.7686
simple,cpp,apple-clang-21.0.0,dr,default,4,12,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,13,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,14,29.0938
simple,cpp,apple-clang-21.0.0,dr,default,4,15,29.1338
simple,cpp,apple-clang-21.0.0,dr,default,4,16,29.0928
simple,cpp,apple-clang-21.0.0,dr,default,4,17,28.9707
simple,cpp,apple-clang-21.0.0,dr,default,4,18,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,19,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,20,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,21,28.4834
simple,cpp,apple-clang-21.0.0,dr,default,4,22,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,23,28.8906
simple,cpp,apple-clang-21.0.0,dr,default,4,24,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,25,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,26,28.7686
simple,cpp,apple-clang-21.0.0,dr,default,4,27,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,28,28.4834
simple,cpp,apple-clang-21.0.0,dr,default,4,29,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,30,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,31,28.7676
simple,cpp,apple-clang-21.0.0,dr,default,4,32,28.7266
simple,cpp,apple-clang-21.0.0,dr,default,4,33,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,34,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,35,32.8369
simple,cpp,apple-clang-21.0.0,dr,default,4,36,29.1338
simple,cpp,apple-clang-21.0.0,dr,default,4,37,36.4590
simple,cpp,apple-clang-21.0.0,dr,default,4,38,35.8887
simple,cpp,apple-clang-21.0.0,dr,default,4,39,29.1348
simple,cpp,apple-clang-21.0.0,dr,default,4,40,32.5928
simple,cpp,apple-clang-21.0.0,dr,default,4,41,33.1221
simple,cpp,apple-clang-21.0.0,dr,default,4,42,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,43,28.4834
simple,cpp,apple-clang-21.0.0,dr,default,4,44,28.4424
simple,cpp,apple-clang-21.0.0,dr,default,4,45,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,46,28.4424
simple,cpp,apple-clang-21.0.0,dr,default,4,47,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,48,28.5244
simple,cpp,apple-clang-21.0.0,dr,default,4,49,28.5234
simple,cpp,apple-clang-21.0.0,dr,default,4,50,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,51,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,52,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,53,28.5244
simple,cpp,apple-clang-21.0.0,dr,default,4,54,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,55,28.4834
simple,cpp,apple-clang-21.0.0,dr,default,4,56,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,57,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,58,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,59,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,60,28.3604
simple,cpp,apple-clang-21.0.0,dr,default,4,61,28.4424
simple,cpp,apple-clang-21.0.0,dr,default,4,62,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,63,28.3613
simple,cpp,apple-clang-21.0.0,dr,default,4,64,28.4424
simple,cpp,apple-clang-21.0.0,dr,default,4,65,28.4424
simple,cpp,apple-clang-21.0.0,dr,default,4,66,28.4834
simple,cpp,apple-clang-21.0.0,dr,default,4,67,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,68,28.4023
simple,cpp,apple-clang-21.0.0,dr,default,4,69,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,70,28.3604
simple,cpp,apple-clang-21.0.0,dr,default,4,71,28.3203
simple,cpp,apple-clang-21.0.0,dr,default,4,72,28.2793
simple,cpp,apple-clang-21.0.0,dr,default,4,73,28.2803
simple,cpp,apple-clang-21.0.0,dr,default,4,74,28.3613
simple,cpp,apple-clang-21.0.0,dr,default,4,75,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,76,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,77,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,78,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,79,28.5234
simple,cpp,apple-clang-21.0.0,dr,default,4,80,30.2334
simple,cpp,apple-clang-21.0.0,dr,default,4,81,31.0059
simple,cpp,apple-clang-21.0.0,dr,default,4,82,29.2148
simple,cpp,apple-clang-21.0.0,dr,default,4,83,34.5869
simple,cpp,apple-clang-21.0.0,dr,default,4,84,35.9297
simple,cpp,apple-clang-21.0.0,dr,default,4,85,33.6504
simple,cpp,apple-clang-21.0.0,dr,default,4,86,28.4023
simple,cpp,apple-clang-21.0.0,dr,default,4,87,28.3613
simple,cpp,apple-clang-21.0.0,dr,default,4,88,28.4424
simple,cpp,apple-clang-21.0.0,dr,default,4,89,28.3604
simple,cpp,apple-clang-21.0.0,dr,default,4,90,28.5234
simple,cpp,apple-clang-21.0.0,dr,default,4,91,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,92,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,93,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,94,28.3604
simple,cpp,apple-clang-21.0.0,dr,default,4,95,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,96,28.4023
simple,cpp,apple-clang-21.0.0,dr,default,4,97,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,98,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,99,28.8896
simple,cpp,apple-clang-21.0.0,dr,default,4,100,28.9717
simple,cpp,apple-clang-21.0.0,dr,default,4,101,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,102,28.7266
simple,cpp,apple-clang-21.0.0,dr,default,4,103,28.6455
simple,cpp,apple-clang-21.0.0,dr,default,4,104,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,105,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,106,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,107,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,108,28.5234
simple,cpp,apple-clang-21.0.0,dr,default,4,109,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,110,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,111,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,112,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,113,28.4834
simple,cpp,apple-clang-21.0.0,dr,default,4,114,28.4424
simple,cpp,apple-clang-21.0.0,dr,default,4,115,28.4014
simple,cpp,apple-clang-21.0.0,dr,default,4,116,28.5244
simple,cpp,apple-clang-21.0.0,dr,default,4,117,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,118,28.4023
simple,cpp,apple-clang-21.0.0,dr,default,4,119,28.5234
simple,cpp,apple-clang-21.0.0,dr,default,4,120,28.5234
simple,cpp,apple-clang-21.0.0,dr,default,4,121,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,122,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,123,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,124,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,125,32.6748
simple,cpp,apple-clang-21.0.0,dr,default,4,126,28.9717
simple,cpp,apple-clang-21.0.0,dr,default,4,127,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,128,37.7607
simple,cpp,apple-clang-21.0.0,dr,default,4,129,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,130,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,131,28.8896
simple,cpp,apple-clang-21.0.0,dr,default,4,132,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,133,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,134,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,135,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,136,32.6338
simple,cpp,apple-clang-21.0.0,dr,default,4,137,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,138,28.9307
simple,cpp,apple-clang-21.0.0,dr,default,4,139,28.7266
simple,cpp,apple-clang-21.0.0,dr,default,4,140,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,141,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,142,28.6455
simple,cpp,apple-clang-21.0.0,dr,default,4,143,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,144,28.5234
simple,cpp,apple-clang-21.0.0,dr,default,4,145,28.7266
simple,cpp,apple-clang-21.0.0,dr,default,4,146,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,147,28.6045
simple,cpp,apple-clang-21.0.0,dr,default,4,148,35.0342
simple,cpp,apple-clang-21.0.0,dr,default,4,149,28.6455
simple,cpp,apple-clang-21.0.0,dr,default,4,150,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,151,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,152,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,153,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,154,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,155,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,156,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,157,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,158,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,159,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,160,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,161,28.7676
simple,cpp,apple-clang-21.0.0,dr,default,4,162,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,163,28.6465
simple,cpp,apple-clang-21.0.0,dr,default,4,164,31.7383
simple,cpp,apple-clang-21.0.0,dr,default,4,165,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,166,28.7676
simple,cpp,apple-clang-21.0.0,dr,default,4,167,28.7686
simple,cpp,apple-clang-21.0.0,dr,default,4,168,32.9590
simple,cpp,apple-clang-21.0.0,dr,default,4,169,28.6465
simple,cpp,apple-clang-21.0.0,dr,default,4,170,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,171,28.6455
simple,cpp,apple-clang-21.0.0,dr,default,4,172,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,173,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,174,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,175,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,176,28.7686
simple,cpp,apple-clang-21.0.0,dr,default,4,177,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,178,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,179,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,180,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,181,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,182,28.5645
simple,cpp,apple-clang-21.0.0,dr,default,4,183,28.4824
simple,cpp,apple-clang-21.0.0,dr,default,4,184,28.6465
simple,cpp,apple-clang-21.0.0,dr,default,4,185,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,186,28.7676
simple,cpp,apple-clang-21.0.0,dr,default,4,187,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,188,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,189,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,190,28.7275
simple,cpp,apple-clang-21.0.0,dr,default,4,191,28.8086
simple,cpp,apple-clang-21.0.0,dr,default,4,192,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,193,28.8896
simple,cpp,apple-clang-21.0.0,dr,default,4,194,28.7676
simple,cpp,apple-clang-21.0.0,dr,default,4,195,28.6465
simple,cpp,apple-clang-21.0.0,dr,default,4,196,28.6055
simple,cpp,apple-clang-21.0.0,dr,default,4,197,28.8496
simple,cpp,apple-clang-21.0.0,dr,default,4,198,28.6865
simple,cpp,apple-clang-21.0.0,dr,default,4,199,28.6865
simple,cpp,gcc-16.2.0,decode,idiomatic,4,0,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,1,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,2,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,3,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,4,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,5,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,6,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,7,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,8,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,9,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,10,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,11,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,12,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,13,15.6250
simple,cpp,gcc-16.2.0,decode,idiomatic,4,14,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,15,10.7422
simple,cpp,gcc-16.2.0,decode,idiomatic,4,16,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,17,14.6484
simple,cpp,gcc-16.2.0,decode,idiomatic,4,18,12.6953
simple,cpp,gcc-16.2.0,decode,idiomatic,4,19,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,20,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,21,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,22,11.7188
simple,cpp,gcc-16.2.0,decode,idiomatic,4,23,11.7188
